area,size_marla,bedrooms,bathrooms,property_age,has_garage,has_servant_quarter,has_basement,corner_plot,near_park,gated_society,property_type,price_lakhs
Allama Iqbal Town,6.9,3,2,3,1,1,0,0,0,0,Flat,541.85
Lake City,5.2,3,3,5,0,0,0,0,0,1,Upper Portion,558.96
Wapda Town,13.8,4,3,12,1,1,0,0,0,0,House,1300.45
Faisal Town,13.6,5,5,3,1,1,0,0,0,0,House,1041.32
Johar Town,14.2,4,4,5,1,1,0,1,0,0,House,1343.26
Model Town,19.5,5,4,25,0,1,0,0,0,0,House,2705.15
Iqbal Town,19.9,4,4,2,1,0,0,0,1,0,House,1723.73
Allama Iqbal Town,39.8,5,5,1,1,1,1,0,0,0,House,3072.51
Wapda Town,10.2,5,5,5,1,1,0,0,0,0,House,829.5
Allama Iqbal Town,10.3,4,4,8,1,1,0,0,0,0,House,790.16
Johar Town,9.8,3,3,12,0,0,1,0,0,0,Lower Portion,1063.95
Allama Iqbal Town,7.3,3,2,5,1,0,0,0,0,0,Lower Portion,445.23
DHA Phase 4-6,9.8,3,2,25,0,1,0,0,0,1,House,1631.24
Lake City,6.9,4,3,0,0,0,0,0,1,1,Flat,615.29
DHA Phase 1-3,20.2,5,5,8,1,1,1,0,1,1,House,3222.69
Model Town,10.2,4,3,5,1,0,0,0,0,0,House,1513.29
Model Town,10.5,4,4,12,1,1,0,0,0,0,House,1369.57
Johar Town,9.7,3,3,35,1,0,0,0,0,0,Lower Portion,1096.42
Iqbal Town,5.2,3,3,8,1,0,0,0,0,0,Lower Portion,450.44
Johar Town,5.1,3,3,35,0,0,0,0,0,0,House,515.56
Bahria Town,10.4,4,3,5,1,1,0,0,0,1,House,1084.49
Gulberg I-II,4.7,2,2,0,0,0,0,0,0,0,House,775.36
Johar Town,14.3,4,3,2,1,1,1,1,0,0,House,1371.36
Gulberg I-II,20.1,5,4,5,1,1,0,1,1,0,House,3057.78
DHA Phase 4-6,19.8,5,5,5,1,1,0,1,0,1,House,3617.84
Valencia,14.0,4,3,1,1,0,0,1,0,1,House,1932.11
Iqbal Town,6.8,3,2,8,0,0,0,0,0,0,House,628.15
Valencia,20.1,7,6,5,0,1,0,0,0,1,House,2222.56
Bahria Town,20.4,5,5,1,1,1,0,0,1,1,House,2478.08
Johar Town,7.1,4,4,3,1,0,0,0,0,0,House,579.21
Faisal Town,14.1,5,5,25,1,1,0,0,0,0,House,1338.11
Bahria Town,7.0,4,3,5,0,0,0,0,0,1,Flat,696.54
Bahria Town,19.6,5,4,18,1,1,1,0,0,1,House,1963.41
DHA Phase 1-3,39.7,5,5,12,1,1,1,0,0,1,House,7455.11
Model Town,5.0,2,2,8,0,0,0,0,0,0,Flat,658.71
Johar Town,19.8,4,3,3,1,1,0,0,0,0,House,1981.55
Johar Town,13.7,5,5,5,1,0,0,1,1,0,House,1251.18
Valencia,40.0,6,6,12,1,1,0,1,0,1,House,5476.08
Lake City,9.8,4,3,5,0,1,0,0,1,1,House,887.88
Valencia,19.8,4,3,2,1,1,1,0,0,1,House,1998.05
Wapda Town,5.0,3,3,1,0,0,0,0,0,0,Upper Portion,453.33
Allama Iqbal Town,6.6,4,4,25,0,1,0,0,1,0,House,433.29
Wapda Town,5.4,4,4,8,0,0,0,0,0,0,Upper Portion,577.86
Township,40.4,6,6,12,0,0,0,0,0,0,Upper Portion,1940.74
DHA Phase 1-3,20.2,6,5,8,0,1,0,0,0,1,House,4484.83
DHA Phase 7-9,19.6,5,5,25,1,1,0,0,1,1,House,2971.65
DHA Phase 1-3,20.3,6,6,12,1,1,0,0,0,1,House,4369.17
Garden Town,5.3,3,2,8,0,0,0,0,0,0,Upper Portion,794.17
Samanabad,10.3,4,3,35,1,0,0,0,0,0,House,616.11
Gulberg I-II,4.6,3,2,18,1,0,1,0,0,0,House,721.87
Township,7.1,3,2,1,1,0,0,0,0,0,House,436.73
DHA Phase 4-6,7.3,3,2,2,1,0,0,0,1,1,House,1192.8
Township,10.1,4,3,25,1,0,1,0,0,0,House,550.1
Model Town,7.1,4,3,25,0,1,1,0,0,0,Lower Portion,935.16
DHA Phase 4-6,5.0,3,3,12,0,0,0,0,1,1,Upper Portion,807.36
Bahria Town,7.0,3,3,12,1,0,0,0,1,1,Upper Portion,750.23
Gulberg III-V,4.5,3,2,12,0,1,1,0,0,0,House,673.97
Gulberg III-V,40.1,7,7,8,1,0,0,0,0,0,House,6218.19
Gulberg III-V,13.6,5,5,18,1,0,0,1,0,0,House,2252.0
Allama Iqbal Town,39.9,6,5,1,1,0,0,1,1,0,House,2405.87
Lake City,9.8,4,3,35,0,0,0,0,0,1,House,1004.99
Gulberg III-V,7.0,3,2,18,1,0,1,0,1,0,Lower Portion,994.34
Valencia,19.6,4,3,12,1,1,0,0,0,1,House,2043.22
Iqbal Town,7.2,3,2,5,0,0,0,0,0,0,House,625.08
Gulberg III-V,7.3,4,4,2,1,0,0,0,0,0,Upper Portion,1096.32
Johar Town,6.7,3,3,8,0,0,0,1,0,0,Flat,724.12
DHA Phase 4-6,4.6,3,2,18,0,0,0,0,1,1,House,804.58
DHA Phase 7-9,6.6,4,3,12,1,1,0,0,0,1,House,847.71
Iqbal Town,10.4,4,4,5,0,1,0,0,0,0,House,1156.24
DHA Phase 7-9,14.0,4,4,12,1,1,0,1,1,1,House,2143.65
Bahria Town,5.0,2,2,25,0,0,1,0,0,1,House,626.34
Iqbal Town,6.6,3,2,0,0,0,0,0,0,0,Flat,641.27
DHA Phase 4-6,20.1,7,6,8,0,1,1,0,0,1,House,3508.35
Lake City,5.4,3,3,18,0,0,0,1,0,1,Flat,698.7
Gulberg III-V,7.3,3,2,12,0,1,0,0,0,0,House,1081.26
Shahdara,20.1,5,5,18,1,1,0,0,0,0,House,978.94
Bahria Town,6.6,3,2,8,0,0,0,0,0,1,House,837.92
Allama Iqbal Town,4.6,3,2,35,0,0,0,0,0,0,House,370.17
Lake City,9.5,3,3,0,0,1,0,0,0,1,Flat,1243.03
DHA Phase 1-3,6.8,3,3,8,0,0,0,0,0,1,House,1378.41
Garden Town,9.6,4,3,1,1,0,0,1,1,0,Flat,1346.08
Township,19.8,4,4,2,0,1,0,1,0,0,Upper Portion,1241.44
Valencia,4.9,3,2,5,0,0,0,0,0,1,Flat,679.97
Allama Iqbal Town,10.4,5,5,2,1,1,0,0,1,0,House,977.47
Faisal Town,10.1,5,5,35,1,1,0,0,1,0,House,814.32
Gulberg I-II,5.3,4,3,35,1,0,0,0,0,0,House,1055.22
Gulberg I-II,14.2,4,3,5,0,0,0,1,0,0,House,2567.55
Valencia,6.6,3,2,12,1,0,1,1,0,1,Lower Portion,894.47
Johar Town,10.2,5,5,12,1,1,0,0,0,0,House,1247.44
Faisal Town,4.8,3,3,25,0,1,0,0,1,0,House,431.45
Samanabad,10.1,5,4,12,0,1,0,0,0,0,House,716.05
Model Town,6.8,4,4,0,0,1,0,0,1,0,Upper Portion,889.71
Gulberg I-II,20.5,5,4,18,1,1,0,0,0,0,House,4155.37
Allama Iqbal Town,4.8,2,2,18,1,0,0,0,0,0,Upper Portion,351.69
Gulberg III-V,9.8,4,3,8,1,0,0,0,0,0,Lower Portion,1419.57
Allama Iqbal Town,10.4,5,4,35,1,1,0,0,0,0,House,881.13
Johar Town,13.5,4,3,35,0,1,0,0,0,0,Upper Portion,1694.73
Iqbal Town,10.2,4,4,12,1,1,1,0,0,0,Upper Portion,782.89
DHA Phase 4-6,14.2,4,4,12,1,1,1,0,0,1,House,2187.15
Garden Town,14.3,4,3,35,1,1,1,0,0,0,House,2393.3
Bahria Town,20.5,7,7,3,1,1,0,0,0,1,House,2527.01
Valencia,7.5,3,2,5,1,0,1,1,1,1,Lower Portion,974.98
DHA Phase 7-9,9.6,3,3,2,1,1,0,0,0,1,Lower Portion,1266.7
Wapda Town,20.3,7,7,25,1,1,0,0,0,0,House,2207.34
Faisal Town,40.1,6,5,18,1,1,0,0,1,0,House,4221.65
Gulberg I-II,20.1,6,6,1,1,0,1,0,0,0,House,3235.71
DHA Phase 4-6,9.6,3,2,35,0,0,0,0,1,1,Lower Portion,1520.23
DHA Phase 1-3,7.2,4,4,18,0,0,0,0,0,1,House,1299.25
Garden Town,10.5,5,4,25,1,1,0,0,0,0,Upper Portion,1427.48
Valencia,14.4,5,4,0,1,1,0,1,0,1,House,2094.06
Lake City,9.9,3,2,8,1,0,0,1,0,1,Lower Portion,1284.9
Gulberg I-II,9.5,3,2,18,1,0,0,0,0,0,Upper Portion,1751.85
Johar Town,19.9,4,3,12,1,1,0,1,1,0,House,2640.55
Valencia,10.3,5,4,18,1,1,1,0,0,1,Upper Portion,1197.48
Bahria Town,20.2,6,6,25,1,1,0,0,1,1,Upper Portion,2078.45
Shahdara,10.0,4,3,5,0,0,0,0,0,0,Flat,555.99
DHA Phase 7-9,6.6,4,4,25,1,0,0,0,0,1,Upper Portion,894.66
Iqbal Town,9.9,3,2,2,0,0,0,0,0,0,Lower Portion,684.46
Johar Town,14.0,4,4,3,1,1,0,1,0,0,House,1404.13
Johar Town,5.4,3,2,0,0,0,1,0,0,0,Lower Portion,549.64
Wapda Town,7.1,4,3,5,1,0,0,0,1,0,Lower Portion,614.66
Iqbal Town,19.8,4,4,5,1,1,0,0,0,0,Upper Portion,1504.94
Shahdara,7.0,3,2,25,1,0,0,0,1,0,House,334.6
DHA Phase 4-6,9.6,4,3,18,1,0,0,0,0,1,House,1412.6
DHA Phase 4-6,10.5,4,3,8,1,1,1,0,0,1,Upper Portion,1917.59
Wapda Town,9.9,3,2,18,0,1,0,1,1,0,Lower Portion,691.04
Valencia,14.0,5,5,0,0,1,1,0,1,1,House,1791.64
Gulberg III-V,6.9,3,2,2,1,0,0,0,0,0,Upper Portion,1058.42
DHA Phase 4-6,10.2,4,4,12,1,1,0,0,0,1,House,1724.71
DHA Phase 4-6,10.2,4,3,12,1,0,0,0,0,1,Upper Portion,1917.77
Samanabad,14.2,5,4,25,1,0,0,1,0,0,Upper Portion,721.98
DHA Phase 7-9,4.8,3,2,8,1,0,0,0,0,1,Upper Portion,601.6
Model Town,9.8,4,3,18,0,0,0,0,0,0,Flat,1225.5
Gulberg I-II,6.6,3,3,18,1,0,1,0,0,0,Lower Portion,1212.17
Model Town,7.2,3,2,35,0,0,0,0,0,0,House,935.62
DHA Phase 4-6,6.5,4,3,2,1,0,0,0,0,1,House,1447.94
Bahria Town,7.1,4,3,12,0,0,0,0,1,1,Upper Portion,745.49
DHA Phase 4-6,20.4,5,5,12,1,1,0,0,0,1,House,2840.9
Allama Iqbal Town,7.4,3,3,35,1,1,0,0,1,0,Lower Portion,609.71
Gulberg I-II,19.9,4,4,2,0,0,0,0,0,0,House,2833.1
Lake City,40.0,5,5,12,1,1,1,0,0,1,House,4628.41
Faisal Town,9.6,4,3,5,0,0,0,0,0,0,Flat,676.49
Garden Town,5.2,3,2,12,1,0,0,0,1,0,House,512.34
Lake City,10.3,4,4,3,1,0,0,0,0,1,House,1113.48
Model Town,19.7,5,4,0,1,1,1,0,0,0,Upper Portion,2926.96
Model Town,9.9,4,3,12,0,0,0,0,1,0,Flat,1118.59
Iqbal Town,5.3,4,4,5,0,1,1,0,0,0,Lower Portion,508.51
Shahdara,10.4,4,3,2,1,1,0,1,0,0,House,617.99
Iqbal Town,19.7,4,4,5,0,0,1,1,1,0,Upper Portion,1474.3
Lake City,20.1,5,5,0,1,1,0,0,0,1,House,2144.99
Wapda Town,6.7,3,3,35,1,0,1,0,0,0,House,749.84
Bahria Town,13.6,4,4,12,1,1,0,1,0,1,House,1743.25
DHA Phase 4-6,7.4,3,3,25,0,0,0,0,1,1,House,1208.65
Lake City,7.3,3,3,8,0,0,1,0,0,1,Flat,859.11
Township,20.3,6,5,35,1,1,1,0,1,0,House,1098.45
DHA Phase 7-9,6.5,3,2,8,0,0,1,1,0,1,Upper Portion,1041.07
Iqbal Town,7.3,3,2,12,0,1,0,1,1,0,Upper Portion,740.85
Gulberg I-II,4.9,3,3,8,1,0,0,0,0,0,Upper Portion,858.81
Lake City,19.8,4,4,18,1,0,0,1,0,1,House,2218.37
DHA Phase 4-6,20.0,7,7,12,0,0,0,0,1,1,Upper Portion,2941.93
Bahria Town,13.6,4,3,3,1,0,1,1,1,1,House,1379.23
Wapda Town,14.3,5,4,1,0,0,0,0,0,0,House,1294.58
Model Town,7.1,4,4,12,1,0,0,0,1,0,Upper Portion,941.73
Iqbal Town,9.7,3,3,8,0,0,0,0,0,0,House,953.33
Allama Iqbal Town,9.7,4,4,1,0,0,0,1,0,0,Upper Portion,819.92
Township,4.7,3,3,5,1,1,0,0,0,0,Upper Portion,291.63
Gulberg I-II,9.6,3,3,8,0,0,0,0,0,0,Flat,1853.88
Johar Town,20.1,6,5,25,1,0,0,1,0,0,House,1803.77
DHA Phase 7-9,5.3,3,3,0,0,0,1,0,1,1,House,898.05
Shahdara,6.5,3,3,5,0,0,0,0,0,0,House,296.93
Township,6.5,3,3,25,0,1,1,0,0,0,House,451.85
Lake City,7.1,3,3,12,0,0,0,1,0,1,Flat,790.3
Faisal Town,20.3,5,4,3,1,1,0,1,0,0,Upper Portion,1262.26
Bahria Town,9.8,3,3,25,0,1,1,0,0,1,Lower Portion,1193.5
Garden Town,9.8,3,3,8,1,1,1,0,0,0,Upper Portion,1380.68
DHA Phase 4-6,14.1,4,4,8,1,1,0,0,1,1,House,2266.29
Wapda Town,6.8,4,3,35,0,0,1,0,0,0,House,602.84
DHA Phase 4-6,9.5,4,4,35,1,1,0,0,0,1,House,1571.89
Allama Iqbal Town,10.2,4,3,5,1,1,1,1,0,0,House,646.96
Allama Iqbal Town,10.1,4,4,1,1,1,0,0,0,0,House,572.62
Iqbal Town,40.1,6,6,5,1,1,0,1,0,0,House,4055.15
DHA Phase 1-3,14.2,4,4,0,1,1,1,0,0,1,House,2450.11
Gulberg III-V,10.2,4,4,0,1,1,0,1,0,0,House,1903.71
Gulberg III-V,19.7,4,4,5,0,1,0,1,1,0,House,3387.89
Model Town,6.9,3,3,35,0,0,0,0,0,0,House,1042.31
DHA Phase 4-6,4.6,3,3,25,0,0,0,0,0,1,House,722.12
Township,6.6,4,4,8,0,0,1,1,1,0,House,373.88
Lake City,7.2,4,4,12,0,1,1,0,0,1,Upper Portion,704.64
Gulberg III-V,10.4,5,4,0,1,1,0,0,0,0,Upper Portion,1453.97
Johar Town,14.5,4,3,2,1,1,1,1,0,0,House,1090.07
Bahria Town,20.1,5,4,0,0,1,0,1,1,1,House,2226.47
Valencia,9.7,4,3,18,1,0,0,0,0,1,Flat,1149.53
Bahria Town,9.6,3,3,1,0,0,0,0,1,1,House,963.7
Samanabad,5.3,3,3,25,0,0,0,0,0,0,Flat,255.81
Bahria Town,5.1,3,2,12,0,0,0,0,0,1,Lower Portion,542.45
Shahdara,10.1,5,4,3,1,0,0,0,0,0,House,553.58
Faisal Town,10.3,4,3,2,1,0,1,0,0,0,House,786.78
Gulberg I-II,20.2,5,4,12,1,0,0,0,0,0,House,3593.1
Township,7.3,3,3,35,0,0,0,0,0,0,House,398.16
DHA Phase 4-6,4.6,3,2,18,0,0,1,0,0,1,House,801.87
Allama Iqbal Town,10.2,4,4,5,0,1,0,0,1,0,House,736.67
Johar Town,7.4,3,3,12,1,1,0,1,1,0,House,671.75
Faisal Town,4.8,3,3,5,0,0,0,0,1,0,Upper Portion,465.56
Faisal Town,14.1,4,3,35,1,1,1,0,0,0,House,1228.87
Allama Iqbal Town,4.8,3,2,18,0,0,0,0,0,0,House,393.6
Allama Iqbal Town,14.5,4,4,12,1,0,0,0,0,0,Upper Portion,1042.18
Gulberg III-V,6.5,4,3,8,0,1,0,0,1,0,Upper Portion,942.36
DHA Phase 4-6,7.1,4,3,12,0,0,0,0,0,1,Flat,1259.5
Johar Town,9.7,3,3,5,0,1,1,0,1,0,Upper Portion,768.91
DHA Phase 7-9,20.2,5,5,0,1,1,0,0,0,1,Upper Portion,2354.09
Iqbal Town,9.7,3,2,5,0,1,0,0,0,0,House,772.35
Model Town,13.7,4,4,35,1,1,0,0,1,0,House,1722.71
Shahdara,5.0,3,2,12,0,0,1,0,0,0,House,235.45
Garden Town,14.4,4,3,1,1,1,0,0,0,0,House,1924.64
Allama Iqbal Town,6.7,4,4,25,1,0,1,0,0,0,Upper Portion,504.27
DHA Phase 7-9,13.6,5,5,3,1,1,0,1,0,1,House,2234.21
Faisal Town,10.3,4,3,3,1,1,0,0,0,0,House,1125.28
Samanabad,20.0,6,6,3,1,1,0,0,0,0,House,1076.3
Bahria Town,10.4,5,4,12,1,1,1,0,0,1,House,1289.91
Valencia,4.6,2,2,12,0,0,1,0,0,1,House,612.16
Wapda Town,5.1,4,3,8,1,0,0,0,0,0,Lower Portion,467.48
DHA Phase 7-9,19.7,4,4,18,1,1,0,0,0,1,House,2300.92
Bahria Town,9.7,3,2,5,0,0,0,0,1,1,House,1010.59
Johar Town,14.2,5,4,25,1,0,0,0,0,0,House,1461.36
DHA Phase 7-9,7.1,4,4,2,0,0,0,1,1,1,Upper Portion,893.81
Model Town,7.3,3,2,25,0,0,0,0,1,0,Lower Portion,918.86
DHA Phase 4-6,4.8,3,2,18,1,0,0,1,1,1,House,844.84
DHA Phase 1-3,39.9,7,6,18,0,1,1,0,1,1,House,7527.35
DHA Phase 7-9,13.9,5,4,8,1,1,0,0,1,1,Upper Portion,1676.19
Shahdara,20.5,5,4,18,1,0,0,0,1,0,Upper Portion,980.2
Lake City,6.8,4,4,0,0,0,0,1,0,1,Upper Portion,700.58
Shahdara,13.8,4,3,25,1,0,1,0,0,0,House,685.13
Johar Town,13.9,4,3,0,1,1,0,0,1,0,House,1665.43
Model Town,7.1,4,3,1,1,0,0,0,0,0,Lower Portion,957.99
Bahria Town,19.8,4,4,12,1,0,0,0,1,1,House,2361.45
Johar Town,20.4,5,5,18,1,0,0,0,1,0,House,2257.06
DHA Phase 4-6,19.8,5,4,0,1,0,0,0,0,1,House,2758.26
Garden Town,14.4,5,4,35,1,0,0,0,0,0,House,2171.75
Gulberg I-II,6.6,3,3,35,0,0,0,0,0,0,Upper Portion,936.63
Valencia,7.2,3,3,12,0,0,1,0,0,1,Upper Portion,971.03
Garden Town,40.4,6,5,8,1,0,1,0,0,0,House,5542.14
DHA Phase 7-9,4.7,2,2,18,0,0,1,0,0,1,Flat,567.09
DHA Phase 4-6,14.5,4,3,5,1,1,0,1,0,1,House,2769.71
Allama Iqbal Town,14.0,5,4,8,0,1,0,0,0,0,House,1118.69
Bahria Town,14.4,4,3,35,1,1,0,0,0,1,House,2019.0
DHA Phase 4-6,40.2,5,5,35,1,1,1,0,1,1,House,6782.04
Shahdara,6.8,3,2,35,0,0,1,1,0,0,Lower Portion,282.25
DHA Phase 4-6,6.7,3,2,3,0,1,1,0,1,1,House,1114.94
Iqbal Town,4.8,3,3,3,1,0,1,0,0,0,House,375.96
Shahdara,9.6,3,2,3,1,0,1,0,0,0,Flat,462.61
Gulberg I-II,6.6,4,3,8,0,0,0,1,0,0,Lower Portion,1095.31
DHA Phase 7-9,6.6,4,3,5,0,0,0,0,0,1,Upper Portion,926.35
DHA Phase 4-6,19.9,5,5,5,1,1,0,0,0,1,House,2777.89
Gulberg III-V,20.3,5,5,12,0,0,0,0,1,0,House,2876.33
DHA Phase 4-6,6.6,4,3,18,0,0,0,0,0,1,Lower Portion,1153.85
Iqbal Town,9.6,3,3,18,1,1,0,0,0,0,Lower Portion,865.67
DHA Phase 4-6,20.1,7,6,25,1,0,0,1,0,1,House,2634.83
Bahria Town,4.7,2,2,0,1,0,0,0,0,1,Lower Portion,585.82
Shahdara,4.6,3,3,0,1,0,1,0,0,0,House,274.81
Allama Iqbal Town,6.7,3,3,25,1,0,1,0,0,0,House,501.79
Valencia,10.4,4,3,12,1,1,1,1,0,1,House,965.93
Gulberg III-V,7.3,3,3,12,0,0,0,0,0,0,House,1259.38
Garden Town,39.9,5,5,0,0,1,1,1,0,0,House,5148.95
Bahria Town,10.2,4,4,3,1,1,0,0,0,1,House,999.65
Johar Town,10.0,4,3,12,0,1,1,1,0,0,House,1110.48
DHA Phase 4-6,7.2,4,3,25,0,0,0,0,0,1,Lower Portion,1203.56
Faisal Town,10.2,5,5,35,0,1,1,1,0,0,House,988.17
Bahria Town,14.1,5,4,8,1,1,0,0,0,1,House,1602.38
DHA Phase 7-9,13.8,5,4,12,1,1,1,0,0,1,Upper Portion,1879.29
Model Town,13.5,5,5,25,0,1,1,0,0,0,House,1677.37
Johar Town,10.0,4,3,12,1,0,0,0,0,0,Upper Portion,1055.32
Allama Iqbal Town,20.4,5,5,8,1,0,0,0,0,0,House,1382.49
Wapda Town,20.1,5,4,35,1,1,1,0,1,0,House,1688.21
Wapda Town,14.3,4,3,25,1,0,0,1,0,0,House,1342.73
DHA Phase 1-3,5.5,4,4,35,0,0,0,0,0,1,House,877.61
Johar Town,4.7,3,2,2,1,0,0,0,0,0,Upper Portion,561.2
Bahria Town,7.2,4,4,12,0,0,0,0,0,1,Flat,1032.66
DHA Phase 1-3,14.2,4,3,25,1,1,0,1,0,1,House,2523.93
Gulberg III-V,10.5,4,3,1,1,1,1,0,0,0,House,1324.72
Wapda Town,10.5,4,3,25,1,1,0,0,0,0,House,1028.62
DHA Phase 7-9,20.2,5,5,2,1,1,0,0,1,1,House,2593.99
Lake City,19.7,4,3,25,1,0,0,0,0,1,House,2404.96
Gulberg I-II,20.3,5,4,12,1,1,0,0,0,0,House,3167.09
DHA Phase 1-3,6.6,3,3,2,1,0,0,0,0,1,Upper Portion,1335.38
Gulberg I-II,14.3,4,4,8,1,0,0,1,1,0,House,2539.71
Shahdara,7.4,3,2,18,0,0,0,0,0,0,Upper Portion,288.67
Allama Iqbal Town,6.9,3,3,12,1,1,0,0,0,0,Flat,533.05
Township,7.1,3,3,8,1,0,0,0,0,0,Lower Portion,426.66
Bahria Town,6.9,4,4,25,1,0,0,1,0,1,Flat,838.93
DHA Phase 4-6,9.9,3,3,8,0,0,1,1,0,1,Upper Portion,1706.58
Lake City,19.8,4,3,8,1,1,0,0,0,1,House,1925.07
Bahria Town,5.3,4,4,0,1,0,0,0,0,1,Flat,748.88
Faisal Town,14.4,4,3,35,1,1,0,0,0,0,House,1289.11
DHA Phase 4-6,10.4,4,3,2,1,1,0,0,0,1,Upper Portion,1678.63
Bahria Town,6.7,4,3,12,1,0,0,0,0,1,House,799.46
DHA Phase 7-9,10.4,4,4,25,0,1,0,0,0,1,House,1641.35
Model Town,7.2,3,3,2,0,0,0,0,1,0,Flat,837.07
Wapda Town,9.8,4,3,12,0,0,1,1,1,0,House,1044.1
Bahria Town,9.6,4,3,3,1,0,1,0,0,1,House,1086.61
Johar Town,6.8,4,4,18,0,0,0,0,0,0,House,831.01
Johar Town,5.4,3,3,12,0,1,0,0,0,0,Upper Portion,532.72
Bahria Town,10.1,4,3,25,1,1,0,0,0,1,Upper Portion,1328.79
Allama Iqbal Town,20.2,7,7,25,1,1,0,1,0,0,House,1407.76
Samanabad,6.8,3,3,12,0,0,0,0,0,0,House,353.92
Township,14.2,4,3,18,1,1,0,1,0,0,House,831.57
Allama Iqbal Town,13.5,5,5,12,1,0,0,1,1,0,House,1099.87
Model Town,19.9,4,4,5,1,0,0,0,0,0,Upper Portion,2453.13
Iqbal Town,20.1,5,4,12,1,1,0,0,0,0,House,1928.57
Johar Town,9.6,4,4,35,0,0,0,0,0,0,Lower Portion,867.57
Gulberg III-V,14.3,5,4,8,1,0,0,0,0,0,Upper Portion,1561.37
Faisal Town,19.7,5,5,5,1,0,0,0,0,0,Upper Portion,1686.77
DHA Phase 1-3,10.2,4,3,5,1,0,0,0,0,1,House,1727.58
Samanabad,6.9,3,3,8,1,1,1,0,0,0,Lower Portion,407.47
Bahria Town,5.1,4,3,0,1,1,1,0,0,1,House,812.8
Garden Town,19.6,5,5,8,1,0,1,1,1,0,House,3088.26
Garden Town,19.5,5,5,8,0,1,1,0,0,0,House,2321.15
Samanabad,5.4,4,4,12,0,1,1,0,1,0,House,419.67
Garden Town,9.8,3,2,5,1,0,0,0,0,0,House,1165.34
Valencia,10.3,4,4,12,0,0,0,0,0,1,Upper Portion,1198.67
DHA Phase 4-6,5.5,4,3,25,0,0,0,0,1,1,House,876.44
Bahria Town,39.7,6,6,35,1,0,0,1,0,1,Upper Portion,3532.07
DHA Phase 7-9,6.8,3,3,12,0,1,0,0,0,1,House,951.2
Wapda Town,5.2,4,4,0,0,0,0,0,0,0,Lower Portion,488.14
Bahria Town,10.5,5,5,35,1,1,0,0,1,1,House,1136.41
Iqbal Town,14.4,4,4,18,0,1,0,0,0,0,House,1416.71
DHA Phase 1-3,5.0,4,4,5,1,0,0,0,1,1,Lower Portion,911.68
DHA Phase 4-6,14.3,5,4,1,1,0,0,0,0,1,House,2240.92
Iqbal Town,9.6,4,3,1,0,0,0,0,0,0,House,914.04
DHA Phase 4-6,5.5,4,4,2,0,0,1,0,1,1,Lower Portion,775.02
DHA Phase 4-6,7.5,3,3,0,0,0,0,0,0,1,Upper Portion,1388.17
DHA Phase 1-3,9.7,4,4,35,0,0,1,0,1,1,Lower Portion,1684.86
Township,6.8,4,4,12,0,0,1,0,0,0,Lower Portion,424.74
Wapda Town,19.6,4,4,18,1,0,0,0,0,0,House,2105.5
Model Town,19.8,4,3,25,1,1,0,0,0,0,House,2804.92
Gulberg III-V,40.3,5,5,25,1,1,0,0,0,0,House,5250.83
Model Town,6.9,4,4,25,1,0,0,0,0,0,Flat,768.04
Allama Iqbal Town,39.6,5,4,35,1,1,0,0,0,0,House,2370.37
Iqbal Town,9.8,4,3,8,0,0,0,0,1,0,Upper Portion,960.99
DHA Phase 7-9,7.5,4,3,35,1,0,1,0,0,1,House,1015.38
DHA Phase 7-9,5.1,4,4,18,1,0,0,0,1,1,Lower Portion,648.61
DHA Phase 4-6,4.9,2,2,0,0,0,0,0,0,1,Upper Portion,811.8
Garden Town,13.7,5,5,18,1,1,0,1,0,0,House,2006.1
Wapda Town,10.5,5,5,18,0,1,1,0,1,0,House,1130.89
Gulberg III-V,7.3,3,3,35,1,1,1,0,0,0,House,1135.13
DHA Phase 1-3,13.8,4,3,5,1,1,0,0,1,1,Upper Portion,2782.58
DHA Phase 4-6,6.6,4,4,12,0,1,0,0,0,1,Flat,1145.89
Shahdara,9.6,4,4,0,1,0,0,0,1,0,House,532.45
Gulberg III-V,9.6,4,4,5,1,0,0,0,0,0,Lower Portion,1421.95
Wapda Town,20.1,5,4,0,1,1,1,0,1,0,House,1944.34
Garden Town,20.4,6,6,12,1,1,0,0,0,0,House,2843.72
Johar Town,10.0,3,3,25,1,0,0,0,0,0,House,1034.15
Gulberg I-II,10.3,5,5,2,0,0,1,0,0,0,House,1636.56
DHA Phase 4-6,9.9,4,4,12,1,1,0,1,0,1,Lower Portion,1786.84
Valencia,20.2,7,6,2,1,0,0,0,0,1,House,2566.35
Allama Iqbal Town,7.2,3,2,1,0,0,0,0,1,0,Lower Portion,549.11
Garden Town,6.7,3,2,8,0,0,1,0,0,0,Upper Portion,825.78
Lake City,4.9,3,3,0,0,0,0,0,1,1,House,643.7
DHA Phase 1-3,10.1,4,3,12,1,0,0,0,1,1,House,1916.76
Shahdara,9.6,4,3,0,0,0,0,1,1,0,Flat,542.85
Allama Iqbal Town,19.9,4,4,1,0,1,1,0,0,0,House,1418.4
Gulberg III-V,7.0,4,4,12,0,0,0,0,1,0,Upper Portion,974.48
Shahdara,10.5,4,3,12,0,0,0,1,0,0,House,569.98
Valencia,20.0,5,4,0,1,1,0,0,0,1,House,2354.4
Valencia,20.3,6,5,12,1,0,0,0,0,1,House,3132.62
Wapda Town,9.9,4,3,25,0,0,0,0,0,0,House,975.4
Allama Iqbal Town,10.3,4,4,18,1,1,1,0,0,0,House,808.6
